host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_days_active,host_years_active,days_since_last_review,price_per_person,availability_rate_30,availability_rate_365,people_per_bedroom,amenities_count,has_wifi,has_kitchen,has_air_conditioning,has_heating,has_washer,has_dryer,has_free_parking,has_gym,has_pool,has_hot_tub,has_breakfast,has_laptop_friendly,has_tv,has_cable_tv,has_internet,has_wireless_internet,has_essentials,has_shampoo,has_hair_dryer,has_iron,has_hangers,has_self_check_in,has_keypad,has_lockbox,has_private_entrance,has_dedicated_workspace,tech_amenities_count,comfort_amenities_count,convenience_amenities_count,luxury_amenities_count,name_length,name_word_count,name_luxury_score,name_location_score,name_mentions_apartment,name_mentions_house,name_mentions_studio,name_mentions_loft,name_mentions_room,name_comfort_score,name_mentions_private,name_mentions_entire,name_view_score,desc_length,desc_word_count,desc_sentence_count,avg_word_length,desc_char_diversity,desc_readability,desc_sentiment_score,desc_emotional_score,desc_location_mentions,desc_transport_mentions,desc_experience_score,desc_facility_mentions,desc_business_score,desc_safety_mentions,desc_cleanliness_score,desc_urgency_score,desc_capitals_ratio,desc_exclamation_count,desc_luxury_themes_score,desc_location_themes_score,desc_comfort_themes_score,desc_space_themes_score,desc_amenity_themes_score,desc_experience_themes_score,text_intelligence_score,text_appeal_percentile,host_response_time_encoded,property_type_Boat,property_type_Camper/RV,property_type_Campsite,property_type_Casa particular,property_type_Dome,property_type_Entire bungalow,property_type_Entire cabin,property_type_Entire chalet,property_type_Entire condo,property_type_Entire cottage,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Entire villa,property_type_Farm stay,property_type_Houseboat,property_type_Hut,property_type_Private room,property_type_Private room in barn,property_type_Private room in bed and breakfast,property_type_Private room in bungalow,property_type_Private room in casa particular,property_type_Private room in condo,property_type_Private room in cottage,property_type_Private room in farm stay,property_type_Private room in guest suite,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in serviced apartment,property_type_Private room in shipping container,property_type_Private room in tent,property_type_Private room in tiny home,property_type_Private room in townhouse,property_type_Religious building,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in condo,property_type_Shared room in home,property_type_Shared room in rental unit,property_type_Shared room in serviced apartment,property_type_Shared room in townhouse,property_type_Shepherd’s hut,property_type_Shipping container,property_type_Tent,property_type_Tiny home,property_type_Treehouse,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Ardwick,neighbourhood_cleansed_Baguley,neighbourhood_cleansed_Bolton District,neighbourhood_cleansed_Bradford,neighbourhood_cleansed_Brooklands,neighbourhood_cleansed_Burnage,neighbourhood_cleansed_Bury District,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Cheetham,neighbourhood_cleansed_Chorlton,neighbourhood_cleansed_Chorlton Park,neighbourhood_cleansed_City Centre,neighbourhood_cleansed_Crumpsall,neighbourhood_cleansed_Didsbury East,neighbourhood_cleansed_Didsbury West,neighbourhood_cleansed_Fallowfield,neighbourhood_cleansed_Gorton North,neighbourhood_cleansed_Gorton South,neighbourhood_cleansed_Harpurhey,neighbourhood_cleansed_Higher Blackley,neighbourhood_cleansed_Hulme,neighbourhood_cleansed_Levenshulme,neighbourhood_cleansed_Longsight,neighbourhood_cleansed_Miles Platting and Newton Heath,neighbourhood_cleansed_Moss Side,neighbourhood_cleansed_Moston,neighbourhood_cleansed_Northenden,neighbourhood_cleansed_Old Moat,neighbourhood_cleansed_Oldham District,neighbourhood_cleansed_Rochdale District,neighbourhood_cleansed_Rusholme,neighbourhood_cleansed_Salford District,neighbourhood_cleansed_Sharston,neighbourhood_cleansed_Stockport District,neighbourhood_cleansed_Tameside District,neighbourhood_cleansed_Trafford District,neighbourhood_cleansed_Whalley Range,neighbourhood_cleansed_Wigan District,neighbourhood_cleansed_Withington,neighbourhood_cleansed_Woodhouse Park,neighbourhood_group_cleansed_Bury,neighbourhood_group_cleansed_Manchester,neighbourhood_group_cleansed_Oldham,neighbourhood_group_cleansed_Rochdale,neighbourhood_group_cleansed_Salford,neighbourhood_group_cleansed_Stockport,neighbourhood_group_cleansed_Tameside,neighbourhood_group_cleansed_Trafford,neighbourhood_group_cleansed_Wigan,text_appeal_category_High,text_appeal_category_Low,text_appeal_category_Medium,text_appeal_category_Premium
100.0,88.0,0,6.0,1,1,53.376774,-2.2725904,1,1.0,1.0,1.0,40.0,2,4.5,4.0,4.5,5.0,5.0,5.0,4.0,0,1,0,1,0,0.09950249,603.0,1.650924,37.0,40.0,1.0,0.58356166,1.0,7,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,12,2,0,0,0,0,0,0,1,0,0,0,0,154,27,3,4.740741,0.16883117,10.651667,0.37037036,0,3,2,0,0,0,0,0,0,0.045454547,0,0,0,1,0,0,0,6.9407406,8.5722275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
90.0,99.0,1,5.0,1,1,53.533493,-2.5829103,5,1.0,2.0,3.0,77.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,5,5,0,0,0.090361446,664.0,1.817933,72.0,15.4,0.43333334,0.53150684,2.5,38,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2,2,3,1,10,2,0,0,0,1,0,0,0,0,0,0,0,415,66,3,5.3030305,0.077108435,0.0,0.90909094,1,1,1,3,2,1,0,0,0,0.012048192,0,0,2,2,0,0,1,13.618182,84.58957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
98.0,77.0,0,91.0,1,0,53.487553,-2.26838,7,2.5,3.0,4.0,132.0,21,4.9,4.95,4.9,5.0,4.95,4.86,4.95,0,43,43,0,0,0.5276382,1194.0,3.2689939,9.0,18.857143,0.7,0.16164383,2.3333333,48,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2,4,4,1,48,7,0,0,0,0,0,0,1,0,0,0,1,491,84,5,4.857143,0.07739308,0.76514286,0.47619048,1,2,2,0,5,0,0,0,0,0.050916497,5,0,2,2,1,4,0,13.252381,80.54817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100.0,99.0,1,8.0,1,1,53.48061,-2.244934,2,1.0,1.0,1.0,129.0,56,5.0,5.0,5.0,4.93,5.0,4.98,4.98,1,7,7,0,0,0.55832505,3009.0,8.238193,3.0,64.5,0.43333334,0.31232876,2.0,44,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,2,3,3,0,42,8,1,1,1,0,0,0,0,0,0,0,0,486,84,4,4.797619,0.07201646,0.0,0.35714287,1,0,1,0,3,1,0,0,0,0.024691358,0,2,3,0,0,2,2,11.514286,57.796112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90.0,100.0,0,1.0,0,1,53.45344,-2.2273214,6,1.0,1.0,2.0,134.0,2,4.0,3.0,4.0,5.0,5.0,3.0,3.5,1,1,1,0,0,0.38961038,154.0,0.421629,107.0,22.333334,1.0,0.9808219,6.0,7,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,31,6,0,1,0,1,0,0,0,0,0,0,0,495,78,3,5.3589745,0.06666667,0.0,0.3846154,1,2,1,3,0,1,0,0,0,0.11111111,1,0,2,2,1,0,2,10.569231,44.434345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,2.0,1,0,53.38054,-2.3338172,2,1.0,1.0,1.0,48.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,1,1,0,0.030714102,3907.0,10.696783,12.0,24.0,0.96666664,0.24109589,2.0,39,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,4,5,1,37,6,0,0,0,0,0,0,1,0,0,0,0,513,81,8,5.345679,0.06822612,0.0,0.12345679,2,2,3,0,0,0,0,0,0,0.048732944,0,0,1,1,0,0,1,12.646914,73.29045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100.0,100.0,0,1.0,1,1,53.48291,-2.3094354,1,1.0,1.0,1.0,200.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.009868421,3040.0,8.323067,70.0,200.0,1.0,1.0,1.0,5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,18,4,0,0,0,0,0,0,0,1,0,0,0,60,9,1,5.7777777,0.35,0.0,1.0,0,0,0,0,0,0,0,0,0,0.016666668,0,0,1,1,0,0,0,7.8,14.193819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,99.0,0,75.0,1,1,53.47363,-2.2769716,6,2.0,2.0,3.0,76.0,9,5.0,4.89,5.0,4.78,4.89,5.0,4.89,1,42,42,0,0,0.4245283,636.0,1.741273,15.0,12.666667,0.6666667,0.95342463,3.0,56,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,4,4,1,49,8,0,0,1,0,0,0,0,0,0,0,1,510,79,3,5.468354,0.064705886,0.0,0.5063291,2,1,1,1,0,2,0,1,0,0.0882353,0,0,1,0,1,0,2,14.312658,90.56076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
91.0,73.0,0,17.0,1,1,53.4725,-2.2487988,4,2.0,2.0,2.0,82.0,7,4.86,4.86,4.29,4.43,5.0,5.0,5.0,0,9,9,0,0,0.29411766,714.0,1.9548255,22.0,20.5,0.16666667,0.59452057,2.0,49,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2,4,4,1,50,9,0,1,0,0,0,0,0,0,0,0,0,477,76,3,5.2894735,0.077568136,0.0,0.13157895,1,0,1,1,0,0,0,0,0,0.033542976,0,0,1,1,0,0,1,12.663157,73.47923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
98.0,79.0,0,12.0,1,1,53.534054,-2.212759,6,1.0,3.0,5.0,102.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,6,6,0,0,0.24896266,482.0,1.3196441,64.0,17.0,0.6,0.8657534,2.0,49,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,2,4,5,2,50,7,0,1,0,1,0,0,0,0,0,0,0,529,76,5,5.9736843,0.06805293,0.0,0.39473686,2,1,1,1,2,1,1,0,0,0.017013233,0,0,2,0,0,1,2,15.989473,97.84646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100.0,99.0,1,84.0,1,1,53.484005,-2.2372024,2,1.0,1.0,1.0,70.0,8,4.5,4.63,4.63,4.63,4.75,4.75,4.25,1,60,60,0,0,0.06530612,3675.0,10.061602,85.0,35.0,0.6,0.8575342,2.0,51,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,2,3,4,1,47,9,1,1,0,0,1,0,0,0,0,0,0,432,71,1,5.0985913,0.081018515,0.0,0.28169015,3,1,0,1,1,1,0,0,0,0.03935185,0,1,2,0,0,1,2,14.76338,93.189766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97.0,100.0,0,516.0,1,1,53.485474,-2.2510686,6,2.0,3.0,3.0,72.0,2,3.0,3.0,3.0,3.5,3.0,3.5,3.5,1,95,95,0,0,0.014734774,4072.0,11.148528,72.0,12.0,0.73333335,0.35890412,2.0,31,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2,4,2,1,48,7,0,1,1,0,0,0,0,1,0,0,0,451,75,3,5.0266666,0.07317073,0.0,0.4,0,0,1,2,1,0,1,0,0,0.011086474,0,0,2,2,1,0,0,13.0,77.457695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100.0,100.0,1,3.0,1,1,53.608986,-2.1586728,7,2.5,3.0,4.0,75.0,5,5.0,5.0,4.8,5.0,5.0,5.0,5.0,1,3,3,0,0,0.14354067,1045.0,2.8610542,60.0,10.714286,0.43333334,0.92876714,2.3333333,28,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,2,3,5,1,50,10,0,0,0,0,0,0,0,0,0,0,0,587,95,5,5.1263156,0.059625212,0.0,0.5263158,4,3,1,1,1,1,0,0,0,0.039182283,0,0,1,1,1,1,2,15.652632,96.97245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84.0,99.0,0,8645.0,1,1,53.513584,-2.1464894,6,2.0,3.0,4.0,173.0,2,4.5,4.0,4.5,4.0,4.0,4.5,4.5,1,67,67,0,0,0.051369864,1168.0,3.1978097,107.0,28.833334,0.96666664,0.99452055,2.0,23,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,2,4,0,37,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,8.0,15.829954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100.0,85.0,0,10.0,1,1,53.495537,-2.2643714,7,1.5,3.0,5.0,133.0,3,5.0,5.0,5.0,4.67,4.67,5.0,4.67,1,4,4,0,0,0.22613065,398.0,1.0896646,76.0,19.0,1.0,0.64657533,2.3333333,17,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,4,1,50,4,0,0,0,0,0,0,0,0,0,0,1,486,76,4,5.4078946,0.06790123,0.0,0.5263158,1,0,1,2,1,3,0,0,0,0.016460905,1,0,0,0,2,1,2,10.952632,50.132847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
97.0,100.0,0,516.0,1,1,53.485474,-2.2510686,4,1.0,2.0,2.0,54.0,14,4.29,4.21,4.36,4.5,4.57,4.57,4.21,1,95,95,0,0,0.10314342,4072.0,11.148528,15.0,13.5,0.93333334,0.4520548,2.0,30,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,2,4,2,1,45,7,0,0,1,0,0,0,0,0,0,0,0,459,75,3,5.133333,0.069716774,0.0,0.4,1,0,1,2,1,0,1,0,0,0.008714597,0,0,2,2,2,0,0,13.0,77.457695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
97.0,100.0,0,516.0,1,1,53.485474,-2.2510686,4,1.0,2.0,2.0,52.0,24,4.08,4.29,4.25,4.54,4.04,4.5,3.92,1,95,95,0,0,0.17681728,4072.0,11.148528,8.0,13.0,0.96666664,0.45479453,2.0,30,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,2,4,2,1,49,7,0,1,1,0,0,0,0,1,0,0,0,458,75,3,5.12,0.072052404,0.0,0.26666668,0,0,1,2,1,0,1,0,0,0.01091703,0,0,2,2,2,0,0,12.733334,74.24836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
97.0,100.0,0,516.0,1,1,53.485474,-2.2510686,4,1.0,2.0,2.0,54.0,18,4.22,4.5,4.28,4.67,4.5,4.67,4.28,1,95,95,0,0,0.13261297,4072.0,11.148528,10.0,13.5,0.96666664,0.45479453,2.0,30,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,2,4,2,1,49,7,0,0,1,0,0,0,0,0,0,0,0,467,79,3,4.924051,0.06852248,0.0,0.5063291,1,0,1,2,1,0,1,0,0,0.00856531,0,0,2,2,3,0,0,13.212658,80.18459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100.0,100.0,0,1.0,0,1,53.554485,-2.2276537,6,1.0,3.0,4.0,107.0,7,4.71,4.57,4.86,5.0,5.0,4.14,4.29,1,1,1,0,0,1.1475409,183.0,0.5010267,2.0,17.833334,0.46666667,0.9150685,2.0,23,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,4,1,32,6,0,0,0,1,0,0,0,1,0,0,0,497,86,5,4.7674417,0.06841046,1.8768837,0.23255815,2,1,1,0,0,1,0,0,0,0.03420523,0,0,1,1,0,0,1,11.265117,54.425953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
100.0,100.0,0,2.0,1,1,53.488228,-2.2330477,4,1.0,1.0,2.0,75.0,2,4.5,5.0,4.5,4.5,5.0,4.5,4.5,1,2,2,0,0,0.4,150.0,0.4106776,65.0,18.75,0.6,0.41095892,4.0,25,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,3,0,39,5,0,0,1,0,0,0,0,1,0,0,0,109,17,1,5.470588,0.22018349,0.0,0.5882353,0,0,0,0,1,0,0,0,0,0.06422018,0,0,2,0,0,0,0,8.376471,18.927423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,0,103.0,1,1,53.580353,-2.425183,4,1.0,2.0,4.0,84.0,3,4.33,4.67,4.0,3.67,4.33,4.67,4.0,1,3,3,0,0,0.04531722,1986.0,5.4373717,5.0,21.0,0.26666668,0.8657534,2.0,40,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,4,4,0,36,4,0,0,1,0,0,0,0,0,0,0,0,349,55,5,5.3636365,0.09169055,0.0,0.72727275,1,1,0,2,1,1,0,0,1,0.022922637,1,0,1,0,0,0,2,12.254545,67.71081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,72.0,1,35.0,1,1,53.480568,-2.293841,7,1.0,3.0,4.0,125.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,30,30,0,0,0.055478502,2163.0,5.9219713,102.0,17.857143,1.0,0.49315068,2.3333333,52,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,2,3,5,1,39,7,0,0,0,0,0,0,0,0,0,0,0,528,93,4,4.688172,0.083333336,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0625,2,0,1,0,0,2,0,11.0,50.922947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
